Title,Date,Tag
"""ثمار"" تعلن عدم تمكنها من نشر نتائجها المالية حالياً",27 سبتمبر 2022 10:52 ص,نتائج أعمال الشركات
"شركة مملوكة لـ""أعيان"" تبيع عقاراً في السعودية بـ13.4 مليون دولار",27 سبتمبر 2022 09:21 ص,أخبار الشركة
"17 أكتوبر..مساهمو ""ثمار"" يناقشون تفويض مجلس الإدارة برفع دعوى ضد أعضاء سابقين",26 سبتمبر 2022 05:40 م,جمعيات عمومية
"17 أكتوبر.. مساهمو ""صناعة الورق"" يناقشون زيادة رأسمالها بطرح أسهم حقوق أولوية",26 سبتمبر 2022 05:07 م,اجراءات الشركات
"""المركز الآلي"" تحصل على تمويل من السعودي للاستثمار بقيمة 30 مليون ريال",26 سبتمبر 2022 04:13 م,بنوك ومالية
تداول السعودية تعلن صيانة المؤشرات للربع الثالث 2022 بإضافة 9 أسهم جديدة,26 سبتمبر 2022 04:02 م,تداول
"""مجموعة الحكير"" توقع عقدين لإنشاء وتشغيل علامات تجارية عالمية",26 سبتمبر 2022 03:49 م,أخبار الشركة
تقرير: ربحية أقوى للبنوك السعودية بفضل النمو وزيادات أسعار الفائدة,26 سبتمبر 2022 00:29 م,تصنيفات إئتمانية
سوق الأسهم السعودية.. تنفيذ صفقة خاصة على 100 ألف سهم من العربي الوطني,26 سبتمبر 2022 00:11 م,حركة التداولات
"""أنعام القابضة"" تتحول للخسائر بالربع الثاني 2022 لارتفاع تكلفة المبيعات",26 سبتمبر 2022 10:14 ص,نتائج أعمال الشركات
"""رتال"" تتوقع تحقيق أرباح بـ24.95 مليون ريال من بيع حصتها في أرض بالخبر",26 سبتمبر 2022 09:55 ص,استثمارات الشركات
"""نادك"" توقع مذكرة تفاهم مع ""لحاء الزراعية"" لإنتاج تقاوي البطاطس",26 سبتمبر 2022 09:34 ص,استثمارات الشركات
"""ثمار"" تتقدم ببلاغ لوزارة التجارة ضد مجلس مديري شركة زميلة لارتكاب مخالفات",25 سبتمبر 2022 04:36 م,اجراءات الشركات
أسمنت القصيم توقع مذكرة تفاهم للاستحواذ على الأسهم المصدرة في أسمنت حائل,25 سبتمبر 2022 10:15 ص,اندماجات واستحواذات
الصقر للتأمين تتقدم لهيئة السوق المالية بطلب تخفيض رأس المال,25 سبتمبر 2022 09:26 ص,أخبار الشركة
"""أنابيب"" تفوز بعقد توريد لصالح أرامكو السعودية بـ155 مليون ريال",25 سبتمبر 2022 08:22 ص,أخبار الشركة
"""العمران"" تُعين المستشار المالي لإدارة الاكتتاب بأسهم حقوق الأولوية",25 سبتمبر 2022 08:15 ص,اجراءات الشركات
أرباح 37 شركة بالموازي السعودي تهبط إلى 570 مليون ريال في النصف الأول 2022,22 سبتمبر 2022 05:35 م,نتائج أعمال الشركات
"""العربية"": مجموعة إم بي سي القابضة ترفع حصتها بالشركة إلى 20%",21 سبتمبر 2022 04:29 م,أخبار الشركة
"هيئة السوق السعودية توافق على تخفيض رأسمال ""ريدان"" إلى 158.08 مليون ريال",21 سبتمبر 2022 04:27 م,اجراءات الشركات
"""الصقر للتأمين"" توقع عقداً مع ""مهارة"" لتقديم خدمات التأمين الصحي",21 سبتمبر 2022 04:16 م,أخبار الشركة
"""أنابيب السعودية"" توقع عقد توريد مع أرامكو بقيمة 149.8 مليون ريال",21 سبتمبر 2022 04:09 م,استثمارات الشركات
"""اتحاد الخليج الأهلية"" تعين مستشاراً مالياً لعملية الاندماج مع ""الصقر للتأمين""",21 سبتمبر 2022 04:02 م,اندماجات واستحواذات
"""عزم"": ترسية مشروع مع وزارة الاتصالات السعودية لتقديم خدمات الدعم الاستشاري",21 سبتمبر 2022 03:55 م,أخبار الشركة
"6 أكتوبر.. مساهمو"" مجموعة الحكير"" يناقشون تخفيض رأس المال 51.54%",21 سبتمبر 2022 03:51 م,مفكرة الاحداث
معاقبة مخالف للتداول على أسهم أسمنت العربية بناء على معلومة قبل إعلانها,21 سبتمبر 2022 03:50 م,حركة التداولات
"سهم ""المجموعة السعودية"" يسجل أعلى مكاسب في 3 أشهر مع إعلان استراتيجية جديدة",21 سبتمبر 2022 02:08 م,حركة التداولات
"""عناية"" تتسلم موافقة هيئة السوق المالية على تخفيض رأس المال",21 سبتمبر 2022 01:00 م,اجراءات الشركات
"مساهمو ""أبو معطي"" يقرون توزيع 0.50 ريال للسهم عن السنة المنتهية في مارس 2022",21 سبتمبر 2022 11:27 ص,جمعيات عمومية
"""الصقر للتأمين"" تقلص خسائرها 36% بالربع الأول 2022 لارتفاع الأقساط المكتسبة",21 سبتمبر 2022 11:11 ص,نتائج أعمال الشركات
مجلس إدارة عِلم يقرر توزيع ريالين للسهم عن النصف الأول 2022,21 سبتمبر 2022 10:36 ص,توزيعات نقدية
"""المجموعة السعودية"" تعلن استراتيجية جديدة تهدف لزيادة وتنويع محفظتها الحالية",21 سبتمبر 2022 10:19 ص,استثمارات الشركات
البحر الأحمر العالمية تعلن انخفاض خسائرها المتراكمة إلى 20% من رأس المال,21 سبتمبر 2022 10:02 ص,نتائج أعمال الشركات
"مساهمو ""صافولا"" يوافقون على بيع حصتها بـ""مدينة المعرفة"" إلى طيبة للاستثمار",21 سبتمبر 2022 09:47 ص,اندماجات واستحواذات
"""دله الصحية"" تقرر توزيع ريال للسهم عن النصف الأول من عام 2022",21 سبتمبر 2022 09:31 ص,توزيعات نقدية
"""الصقر للتأمين"" تتسلم موافقة ""ساما"" على تخفيض رأسمالها إلى 140 مليون ريال",20 سبتمبر 2022 04:16 م,اجراءات الشركات
"""التعاونية"": ترسية عقد مع مجموعة الاتصالات السعودية لتقديم خدمات تأمين صحي",20 سبتمبر 2022 03:59 م,أخبار الشركة
السعودية للأسماك توقع مذكرة مع الأسماك العمانية للتعاون بإنتاج وبيع المنتجات,20 سبتمبر 2022 03:51 م,أخبار الشركة
مصرف الراجحي يغلق عملية تمويل مرابحة مزدوج الشريحة بقيمة مليار دولار,20 سبتمبر 2022 03:43 م,بنوك ومالية
رئيس أرامكو السعودية: فرض ضرائب على الشركات ليس حلاً لأزمة الطاقة,20 سبتمبر 2022 00:15 م,اخبار السلع
أكاديمية التعلم تقرر تأسيس شركة للتطوير العقاري,20 سبتمبر 2022 10:36 ص,استثمارات الشركات
"مساهمو ""بوان"" يقرون شراء جزء من أسهمها والاحتفاظ بها كأسهم خزينة",20 سبتمبر 2022 10:04 ص,اجراءات الشركات
"""اتحاد الخليج الأهلية"" والصقر للتأمين توقعان مذكرة تفاهم لدراسة الاندماج",20 سبتمبر 2022 10:03 ص,اندماجات واستحواذات
"""سمو"" توقع اتفاقية تطوير مع ""الوطنية للإسكان"" بـ403 ملايين ريال",20 سبتمبر 2022 09:33 ص,أخبار الشركة
"""اﻟدواﺋﯾﺔ"" ﺗﺟدد اﺗﻔﺎﻗﯾﺔ ﻣﻊ ﻣﯾرك ﺷﺎرب دوم اﻟﻌﺎﻟﻣﯾﺔ لتسويق مستحضرين دواﺋﯾين",20 سبتمبر 2022 09:30 ص,استثمارات الشركات
"""رتال"" توقع اتفاقية لتطوير وحدات سكنية بضاحية الفرسان بـ 864 مليون ريال",20 سبتمبر 2022 09:15 ص,عقارات
"""الأندلس"" تعلن نسبة الإنجاز بمشروع ""الجوهرة "" وتوضح سبب التأخير",19 سبتمبر 2022 04:23 م,أخبار الشركة
"""عزم"": ترسية مشروع مع الهيئة العامة للمنشآت الصغيرة والمتوسطة",19 سبتمبر 2022 03:45 م,استثمارات الشركات
"سوق الأسهم السعودية.. صفقة خاصة على ""أسواق العثيم"" ضمن مستويات التداول",19 سبتمبر 2022 03:08 م,حركة التداولات
"سهم ""دله"" يرتفع لأعلى مستوياته في 10 سنوات مع الإعلان عن شراء أسهم بشركة زميلة",19 سبتمبر 2022 00:25 م,حركة التداولات
"سهم ""سابك"" يواصل خسائره للجلسة الرابعة ويهبط لأدنى مستوياته في عامين",19 سبتمبر 2022 11:22 ص,حركة التداولات
"19 أكتوبر.. مساهمو ""أنابيب الشرق"" يناقشون زيادة رأس المال بمنح أسهم مجانية",19 سبتمبر 2022 09:53 ص,اجراءات الشركات
"هيئة السوق السعودية توافق على تخفيض رأسمال ""مجموعة الحكير"" إلى 315 مليون ريال",19 سبتمبر 2022 09:51 ص,اجراءات الشركات
"""دله الصحية"" تتفاوض لشراء أسهم الشركاء بشركة محمد الفقيه وشركاؤه",19 سبتمبر 2022 09:31 ص,اندماجات واستحواذات
"""جازادكو"" تعين محمد الرشيد بمنصب الرئيس التنفيذي",19 سبتمبر 2022 08:55 ص,تعديلات مجالس الادارات
"""تهامة"" تتقدم للهيئة بطلب زيادة رأس المال بطرح حقوق أولوية بـ350 مليون ريال",19 سبتمبر 2022 08:45 ص,اجراءات الشركات
"""حديد وطني"" تحصل على تمويل قصير الأجل من بنك البلاد بـ60 مليون ريال",18 سبتمبر 2022 04:10 م,بنوك ومالية
مصرف الراجحي يرفع حصته بشركة تابعة إلى 35% بعد موافقة المركزي السعودي,18 سبتمبر 2022 03:59 م,بنوك ومالية
"ساب للتكافل تعلن بدء فترة اعتراض الدائنين بشأن الاندماج مع ""ولاء للتأمين""",18 سبتمبر 2022 10:44 ص,اندماجات واستحواذات
"""بحر العرب"" تحصل على موافقة المركزي السعودي بتأسيس شركة للمدفوعات الرقمية",18 سبتمبر 2022 10:28 ص,استثمارات الشركات
"""العربية"": أحد كبار المساهمين يرفع حصته بالشركة لـ20% بممارسة حق خيار الشراء",18 سبتمبر 2022 10:18 ص,استثمارات الشركات
"مساهمو ""ولاء للتأمين وساب للتكافل يوافقون على اتفاقية الاندماج",18 سبتمبر 2022 10:11 ص,اندماجات واستحواذات
"""ثمار"" تعدل توصيتها بزيادة رأس المال من خلال طرح أسهم حقوق أولوية",18 سبتمبر 2022 09:43 ص,أخبار الشركة
"""ساب"" يعلن إتمام نقل بعض الأعمال من إتش إس بي سي السعودية إلى الأول للاستثمار",18 سبتمبر 2022 09:31 ص,استثمارات الشركات
